Alterno;Nombre;P Normal;Marca;Categoria;Unidades Vendidas;Valor Total;Valor Promedio;fecha de compra;Precio 2;Pagar
A21F4;T. BRADST PT OX MD GRY A21F4 # 7.5;2,790.00;TIMBERLAND;ZAPATO;3;7,751.50;2,583.83;22/4/2019;L2,590.00;COBRAR
A1PXD;T. SPLITROCK 2 WILD DOVE MEDIUM GREY A1PXD # 7.5;3,290.00;TIMBERLAND;ZAPATO;3;8,389.50;2,796.50;30/10/2018;L2,990.00;
KK160165;T.KEDS ACE BOW PINK KK160165 # 12.5C;1,390.00;KEDS;ZAPATO;3;2,070.00;690.00;20/8/2018;L1,250.00;
A1CM4 001;MOCHILA TIMBERLAND CLASIC BLK A1CM4 001;1,350.00;TIMBERLAND;ACCESORIOS;3;3,747.50;1,249.17;31/5/2018;L1,250.00;
310830-015;T.N. AIR MAX 95 GG PHANTOM/RED 310830-015 # 3.5;3,250.00;NIKE;ZAPATO;3;8,288.00;2,762.67;28/11/2018;L2,990.00;
BB-2700-B;BODY SCULTURE SOFTWAY WRIST BB-2700-B;290.00;BODY SCULPTURE;ACCESORIOS;3;841.00;280.33;4/3/2019;L250.00;
WF57957;T. KEDS METALLIC ROSE GOLD WF57957 # 5;1,490.00;KEDS;ZAPATO;3;2,070.00;690.00;18/3/2018;L1,390.00;
041361 02;GUANTE PUMA TRAINING GREY 041361 02 S;590.00;PUMA;ACCESORIOS;3;1,601.50;533.83;7/6/2018;L550.00;
366970 01;T.P WIRED BLACK 366970 01 # 7;1,790.00;PUMA;ZAPATO;3;4,812.00;1,604.00;30/1/2019;L1,590.00;
BA5781 010;MARICONERA NIKE BLK BA5781 010;990.00;NIKE;ACCESORIOS;3;1,945.00;648.33;28/9/2018;L590.00;
STS18141;T.SPERRY II CVO NAUT WH STS18141 # 7;1,990.00;SPERRY TOP SIDER;ZAPATO;3;2,985.00;995.00;18/8/2018;L1,890.00;
816648632004;T.POLO ALDRIC II BEIGE 816648632004 # 7 ;1,790.00;POLO RALPH LAUREN;ZAPATO;3;2,970.00;990.00;31/10/2017;L1,590.00;
STS19332;SPERRY A/O 2-EYE LEATHER NVY STS19332 # 7;3,290.00;SPERRY TOP SIDER;ZAPATO;3;8,948.00;2,982.67;28/1/2019;L2,990.00;
A1EBP 001;TB095612TA CREW BLACK M;750.00;TIMBERLAND;ACCESORIOS;3;1,935.45;645.15;26/11/2018;L690.00;
021943 02;GORRA PUMA FERRARI WHT BLK 021943 02;650.00;PUMA;ACCESORIOS;3;1,848.00;616.00;30/1/2019;L590.00;
A1L8Y;Z.T. FLYROAM TRAIL MID FA BLACK NVY A1L8Y # 7.5;3,290.00;TIMBERLAND;ZAPATO;3;8,298.59;2,766.20;22/2/2019;L2,990.00;
306241 03;T.P SF FUTURE CAT WHT/BLK 306241 03 # 7;2,190.00;PUMA;ZAPATO;3;5,603.50;1,867.83;5/12/2018;L1,990.00;
SOL-BNS-120BS;BODY SCUL ANKLE WRAP SOL-BNS-120BS;290.00;BODY;ACCESORIOS;3;780.00;260.00;30/3/2017;L250.00;
BB-2720-B;BODY SCULTURE SOFTWAY WRIST 5LB BB-2720-B;350.00;BODY SCULPTURE;ACCESORIOS;3;999.00;333.00;4/3/2019;L290.00;
7-37CMA0046454;T.LACOSTE LEROND BLCK 7-37CMA0046454 # 7;2,790.00;LACOSTE;ZAPATO;3;7,680.00;2,560.00;2/3/2019;L2,590.00;
FC0152-511;BOTE NIKE PURPLE FC0152-511;290.00;NIKE;ACCESORIOS;3;870.00;290.00;19/2/2018;L250.00;
STS82593;Z. SPERRY SEASIDE BLACK STS82593 # 5.5;2,190.00;SPERRY TOP SIDER;ZAPATO;3;4,195.00;1,398.33;1/12/2018;L1,990.00;
SX6843-100;CALCETINES NK PERF CUSH NS 3P WHT SX6843-100 # M;450.00;NIKE;ACCESORIOS;3;1,290.00;430.00;24/1/2019;L390.00;
STK159869;Z. SPERRY ST-CREST RESORT SILVER STK159869 # 3.5;1,590.00;SPERRY TOP SIDER;ZAPATO;3;2,970.00;990.00;1/12/2018;L1,390.00;
A1R16;Z.T GRAYDON LEATHER BRW A1R16 # 7.5;2,690.00;TIMBERLAND;ZAPATO;3;7,466.50;2,488.83;28/1/2019;L2,490.00;
7-37CMA00457A2;T.LACOSTE LEROND BL/WH/RD 7-37CMA00457A2 # 7;2,590.00;LACOSTE;ZAPATO;3;6,981.50;2,327.17;2/3/2019;L2,390.00;
021774 02;GORRA SF FANWEAR BLACK 021774 02;650.00;PUMA;ACCESORIOS;3;1,950.00;650.00;16/8/2018;L590.00;
191502 06;T.P IGNITE FLASH BLACK 191502 06 # 11C;1,850.00;PUMA;ZAPATO;3;3,731.00;1,243.67;16/8/2018;L1,750.00;
366646 01;T.P MINIONS SUEDE PURPLE 366646 01 # 5C;1,750.00;PUMA;ZAPATO;3;2,670.00;890.00;16/8/2018;L1,550.00;
923330-010;C.N. TEE NIKE MTLC BLOCK 923330-010 XS;750.00;NIKE;ROPA;3;2,190.00;730.00;15/4/2019;L690.00;ESTA BUENO
12709;T. EK 6IN JR PREMIUM WHEAT NUBUCK 12709 # 1;2,650.00;TIMBERLAND;ZAPATO;3;7,100.00;2,366.67;30/10/2018;L2,350.00;
8-05394C887;T. DE BAÑO NIÑO MARVEL 8-05394C887 # 1;450.00;SPEEDO;ROPA;3;1,222.50;407.50;4/3/2019;L390.00;
YB59756;T.SPERRY SP-BODIE NAVY YB59756 # 12.5C;1,390.00;SPERRY TOP SIDER;ZAPATO;3;3,083.00;1,027.67;24/4/2019;L1,290.00;COBRAR
7-36CAM007002H;S.LACOSTE FRAISIER BLACK # 7;950.00;LACOSTE;SANDALIAS;3;2,304.00;768.00;21/8/2018;L890.00;
8-11750C712;T.DE BAÑO SPEEDO CABALLERO BK/GRN 8-11750C712 # 30;890.00;SPEEDO;ROPA;3;2,370.00;790.00;4/3/2019;L790.00;
AO1006-500;T. W NIKE ASHIN MODERN CHALK/MTLC AO1006-500 # 5;2,590.00;NIKE;ZAPATO;3;6,791.50;2,263.83;24/1/2019;L2,390.00;
204537-485;SANDALIA CROCS NVY/WHT 204537-485 # J1;1,190.00;CROCS;SANDALIAS;3;3,191.50;1,063.83;2/3/2019;L990.00;
A1LOT 433;CAMISA SS DUNSTAN RIVER BLUE A1LOT 433 S;790.00;TIMBERLAND;ROPA;3;1,185.00;395.00;30/10/2018;L690.00;
916792 603;T.N NIKE CK RACER PINK 916792 603 # 5;1,990.00;NIKE;ZAPATO;3;5,271.50;1,757.17;28/9/2018;L1,790.00;
353572 84;T.P ROMA BASIC WHITE 353572 84 # 7;1,990.00;PUMA;ZAPATO;3;3,570.00;1,190.00;16/8/2018;L1,850.00;
661898C;T.CONVERSE CTAS STREET SLIP NAVY 661898C # 11C;1,490.00;CONVERSE;ZAPATO;3;3,670.00;1,223.33;4/12/2018;L1,390.00;
BK-679E-B;SKIP ROPE 9 PIES(275 CM)AJUSTABLE  BK-679E-B ;250.00;BODY SCULPTURE;ACCESORIOS;3;690.00;230.00;1/10/2018;L190.00;
SOL-BNS-9205BS;BODY SCUL ANKLE SUPPORT SOL-BNS-9205BS;250.00;BODY;ACCESORIOS;3;625.00;208.33;30/3/2017;L190.00;
AJ7748-001;T.N AIR FORCE 1 '07 LV8 BLK/WHT AJ7748-001 # 6.5;3,250.00;NIKE;ZAPATO;3;7,835.00;2,611.67;24/1/2019;L2,990.00;
RSM3-114AM BLACK;Z KENNETH COLE LOPE BLACK RSM3-114AM # 8.5;1,790.00;KENNETH COLE;ZAPATO;3;2,670.00;890.00;4/12/2018;L1,590.00;
BA5274-627;MOCHILA  NIKE PINK/BLK BA5274-627 ;1,390.00;NIKE;ACCESORIOS;3;3,127.50;1,042.50;29/6/2017;L0.00;
204143 02S;S. CROCS MODI SPORT BLK/GRAPHITE 204143 02S # 11;1,690.00;CROCS;SANDALIAS;3;4,695.00;1,565.00;23/7/2018;L1,550.00;
STS83601;Z.SPERRY LOUGE LTT RIB LACE ROSE STS83601 # 5.5;1,790.00;SPERRY TOP SIDER;ZAPATO;3;4,607.50;1,535.83;2/3/2019;L1,590.00;
STS18385;Z.SPERRY STRIPER II LIT BRW STS18385 # 7;2,590.00;SPERRY TOP SIDER;ZAPATO;3;3,960.00;1,320.00;18/8/2018;L2,390.00;
364183 05;T.P SF DRIFT BLACK 364183 05 # 5C;1,550.00;PUMA;ZAPATO;3;3,255.00;1,085.00;16/8/2018;L1,390.00;
AO4486-600;T.N. AIR MAX SEQUENT 4 ROSE/PRTCL AO4486-600 # 5;2,990.00;NIKE;ZAPATO;3;7,405.00;2,468.33;28/11/2018;L2,790.00;
812655 605;T.N TANJUN PINK/WHT 812655 605 # 5;2,190.00;NIKE;ZAPATO;3;5,033.00;1,677.67;15/8/2018;L1,990.00;
B-084;FAJA  MR JONES BLACK/MARRON  B-084 32/40;990.00;MR JONES;ACCESORIOS;3;1,790.00;596.67;20/5/2016;L890.00;
STL159871;Z SPERRY ST-CREST RESORT JR SILVER STL159871 # 8.5;1,590.00;SPERRY TOP SIDER;ZAPATO;3;2,410.00;803.33;1/12/2018;L1,390.00;
A1PA2;Z.T. CHILMARK 6  BOOT DARK EARTH/BWN A1PA2 # 7.5;4,390.00;TIMBERLAND;ZAPATO;3;12,271.50;4,090.50;22/2/2019;L3,990.00;
3J256C;T. CONVERSE ALL STAR WHITE 3J256C # 11;1,100.00;CONVERSE;ZAPATO;3;3,000.00;1,000.00;4/12/2018;L950.00;
922857-602;T. NIKE DOWNSHIFTER 8 PNK/WHT 922857-602 # 10.5;1,690.00;NIKE;ZAPATO;3;4,995.00;1,665.00;16/4/2019;L1,590.00;ESTA BUENO
AH6985 010;GORRAS NIKE BLCK FEDERER  AH6985 010;690.00;NIKE;ACCESORIOS;3;1,770.00;590.00;27/7/2018;L590.00;
A1KC4 130;CAMISA TIMBERLAND S STRTCH POLO WHITE A1KC4 130 S;1,190.00;TIMBERLAND;ROPA;3;3,094.00;1,031.33;31/5/2018;L990.00;
GS0331 336;GUANTE NIKE GREEN GS0331 336 # 4;650.00;NIKE;ACCESORIOS;3;1,839.00;613.00;8/2/2018;L590.00;
A1CLF 019;MOCHILA TIMBERLAND LARGE BLUE A1CLF 019;1,350.00;TIMBERLAND;ACCESORIOS;3;3,850.00;1,283.33;31/5/2018;L1,250.00;
306242 02;T.P BMW FUTURE  WHITE 306242 02 # 7;2,190.00;PUMA;ZAPATO;3;5,652.00;1,884.00;1/11/2018;L1,990.00;
685167 505;T.N DOWSHIFTER NAVY/PURPLE 685167 505 # 3.5Y;990.00;NIKE;ZAPATO;3;1,770.00;590.00;1/9/2017;L0.00;
FOR-1093C-M;GUANTE PESA DAMA GRY/PNK FOR-1093C-M ;390.00;FORTIS;ACCESORIOS;3;1,130.00;376.67;1/10/2018;L350.00;
SX4921 100;CALCETA NIKE X3 WHITE SX4921 100;450.00;NIKE;ACCESORIOS;3;1,179.00;393.00;8/2/2018;L390.00;
SP0016;SPERRY CLEANER & CONDITIONER SP0016;450.00;SPERRY TOP SIDER;ACCESORIOS;3;1,150.00;383.33;27/7/2018;L350.00;
A14F4;T. EDGEMONT OXFORD BROW A14F4 # 7.5;2,390.00;TIMBERLAND;ZAPATO;3;6,372.62;2,124.21;22/2/2019;L2,190.00;
M9622C;T.CONVERSE ALL STAR HI NAVY M9622C # 6;1,550.00;CONVERSE;ZAPATO;3;3,100.00;1,033.33;3/7/2017;L1,450.00;
190508 20;T.P IGNITE FLASH BLACK 190508 20 # 7;2,190.00;PUMA;ZAPATO;3;5,976.50;1,992.17;30/1/2019;L1,990.00;
365332 01;SANDALIA P. EPIC FLIP OLIVE NIGHT  365332 01 # 7;650.00;PUMA;SANDALIAS;3;1,688.00;562.67;10/2/2018;L550.00;
928002-011;P. M NSW PANT OH WVN CORE 928002-011 # L;1,290.00;NIKE;ROPA;3;3,476.50;1,158.83;24/1/2019;L1,190.00;
A1MT3;T. NICE COAST CROSS BROW A1MT3 # 5.5;2,550.00;TIMBERLAND;SANDALIAS;3;3,570.00;1,190.00;31/5/2018;L2,290.00;
A1QAO;T. FLYROAM GO KNIT OXFO BLACK IRI NAVY A1QAO # 7.5;3,190.00;TIMBERLAND;ZAPATO;3;8,792.00;2,930.67;22/4/2019;L2,890.00;ESTA BUENO
A1QE2;Z.T LAFAYETTE PARK BRW A1QE2 # 7.5;2,990.00;TIMBERLAND;ZAPATO;3;6,104.50;2,034.83;27/9/2018;L2,790.00;
314193 009;T.N AIR FORCE 1 BLACK 314193 009 # 1Y;1,490.00;NIKE;ZAPATO;3;4,280.00;1,426.67;24/1/2019;L1,390.00;
843896-301;T.N NIKE SB CHECK SOLAR  WHITE 843896-301 # 7;1,990.00;NIKE;ZAPATO;3;4,680.00;1,560.00;30/10/2018;L1,790.00;
11KCE2XZ01;CORREA DE HOMBRE BLCK BRW 11KCE2XZ01 # 36;1,590.00;KENNETH COLE;ACCESORIOS;3;4,579.00;1,526.33;20/12/2018;L1,490.00;
BB-2403-B;BODY SCULTURE SPEED LADDER BB-2403-B;690.00;BODY SCULPTURE;ACCESORIOS;3;1,936.00;645.33;4/3/2019;L650.00;
807471 103;T.N CLASSIC CORTEZ WHITE/RED 807471 103 # 5;2,390.00;NIKE;ZAPATO;3;6,313.00;2,104.33;24/1/2019;L2,190.00;
8-08749C232;T. DE BAÑO SPEEDO NIÑA BL/PNK 8-08749C232 # 24;590.00;SPEEDO;ROPA;3;1,670.00;556.67;4/3/2019;L490.00;
VN0A38G1U5A;T.V OLD SKOOL PURPLE GUN OUTSOLE VN0A38G1U5A # 6.5;1,990.00;VANS;ZAPATO;3;4,770.00;1,590.00;17/8/2018;L1,890.00;
TUN-ND01;VALVULA  P/INFRAR (AGUJA) TUN-ND01;7.00;TUN;ACCESORIOS;3;21.00;7.00;21/7/2016;L0.00;
PRO-DHP-21-BL;BOMBA HEAY DUTY BLUE PRO-DHP-21-BL;250.00;PROFLITE;ACCESORIOS;3;570.00;190.00;4/3/2019;L190.00;
8-108400001;T. DE BAÑO SPEEDO NIÑA  BLACK 8-108400001 # 24;690.00;SPEEDO;ROPA;3;1,970.00;656.67;4/3/2019;L590.00;
358172C;T.CONVERSE PRO LEATHER  BLCK 358172C # 11;1,450.00;CONVERSE;ZAPATO;3;2,175.00;725.00;24/7/2018;L1,390.00;
818385-603;T. NIKE TANJUN GP RUSH PINK/WHT 818385-603 # 10.5;1,590.00;NIKE;ZAPATO;3;4,431.50;1,477.17;28/11/2018;L1,490.00;
360263 01;SANDALIA P. LEADCAT  BLACK/WHT 360263 01 # 7;850.00;PUMA;SANDALIAS;3;2,033.00;677.67;10/5/2019;L750.00;COBRAR
909013-001;T. NIKE CITY TRAINER BLK/WHTV8 909013-001 # 5;2,390.00;NIKE;ZAPATO;3;6,094.50;2,031.50;22/2/2019;L2,190.00;
A1KDO 918;P.T LK SSTRETCH BEIGE A1KDO-918 # 32;1,590.00;TIMBERLAND;ROPA;3;4,615.00;1,538.33;25/7/2018;L1,490.00;
RSM4-164AM NAVY;Z. KENNET COLE MAROON NAVY RSM4-164AM # 7.5;1,490.00;KENNETH COLE;ZAPATO;3;2,295.00;765.00;4/12/2018;L1,390.00;
A1LOT 052;CAMISA SS DUNSTAN RIVER CRE GREY A1LOT 052 S;790.00;TIMBERLAND;ROPA;3;2,227.00;742.33;31/5/2018;L750.00;
A2277;T. KIRI UP F/L RETRO MD GRY A2277 # 5.5;2,990.00;TIMBERLAND;ZAPATO;3;7,497.00;2,499.00;22/4/2019;L2,790.00;COBRAR
STS81368;Z SPERRY A/O VIDA METALLIC PLATIN STS81368 # 5.5;2,990.00;SPERRY TOP SIDER;ZAPATO;3;8,522.00;2,840.67;1/12/2018;L2,790.00;
STS80642;T. SPERRY CREST VIBE CREEPER WHT STS80642 # 5.5;2,190.00;SPERRY TOP SIDER;ZAPATO;3;5,056.00;1,685.33;28/1/2019;L1,990.00;
WF58503;T.K. TRIPLE DECKER MAT/SHN BLK WF58503 # 5;1,590.00;KEDS;ZAPATO;3;2,370.00;790.00;30/11/2018;L1,390.00;
M9160C;T.CONVERSE ALL STAR HI BLACK M9160C # 6;1,450.00;CONVERSE;ZAPATO;3;3,855.00;1,285.00;4/12/2018;L1,390.00;
306248 03;T.P FUTURE CAT WHITE 306248 03 # 5C;1,490.00;PUMA;ZAPATO;3;3,185.00;1,061.67;16/8/2018;L1,390.00;
RSM3-110AM;ZAPATO K.COLE RSM3-110AM # 10;2,390.00;KENNETH COLE;ZAPATO;3;3,451.00;1,150.33;4/12/2018;L0.00;
WF59219;T.K. TRIPLE CROSS BLACK WF59219 # 5;1,790.00;KEDS;ZAPATO;3;2,670.00;890.00;30/11/2018;L1,590.00;
KL160600;T.KEDS KICKSTART JR PINK KL160600 # 5;1,290.00;KEDS;ZAPATO;3;1,770.00;590.00;20/8/2018;L1,150.00;
015821 BLK;T. RS DEFY BLK 015821 # 6.5;990.00;RS PERFORMANCE;ZAPATO;2;1,980.00;990.00;13/5/2019;L890.00;ESTA BUENO
663591C;CONVERSE CTAS STREET BLACK 663591C # 1;1,390.00;CONVERSE;ZAPATO;2;2,402.00;1,201.00;11/5/2019;L1,290.00;COBRAR
016585052;GLIDE SCUBA SNORKEL BLUE 016585052;790.00;SPEEDO;ACCESORIOS;2;1,343.00;671.50;5/3/2019;L690.00;
192340 01;T.P RETALIATE BLK/WHT 192340 01 # 7;1,990.00;PUMA;ZAPATO;2;3,681.50;1,840.75;30/1/2019;L1,890.00;
7-36SPM0021092;T.LACOSTE GRADUATE NAVY 7-36SPM0021092 # 9;2,790.00;LACOSTE;ZAPATO;2;3,781.00;1,890.50;21/8/2018;L2,590.00;
A1L2E;T.SPLITROCK 2 BROW A1L2E # 1.5;2,190.00;TIMBERLAND;ZAPATO;2;3,742.00;1,871.00;16/8/2018;L1,990.00;
A1EJS 003;T. GORRA TWILL FLECK YARN HAT CHARCOAL A1EJS 003;990.00;TIMBERLAND;ACCESORIOS;2;1,791.50;895.75;28/1/2019;L950.00;
191097 09;T.P NRGY NEKO ENGINEER KNIT 191097 09 # 7;2,190.00;PUMA;ZAPATO;2;4,051.50;2,025.75;10/5/2019;L1,990.00;ESTA BUENO
902856 204;T.N CLASSIC CORTEZ PINK/GOLD 902856 204 # 5;2,590.00;NIKE;ZAPATO;2;4,043.40;2,021.70;28/9/2018;L2,390.00;
192355 01;T.P PERSIST XT BLACK 192355 01 # 7;1,890.00;PUMA;ZAPATO;2;3,296.50;1,648.25;30/1/2019;L1,690.00;
192315 01;T.P ENZO TECH JR NAVY 192315 01 # 4C;1,790.00;PUMA;ZAPATO;2;3,580.00;1,790.00;10/5/2019;L1,590.00;ESTA BUENO
368952 01;T.P BASKET FLOWER AC WHITE 368952 01 # 5C;1,390.00;PUMA;ZAPATO;2;2,597.00;1,298.50;10/5/2019;L1,290.00;ESTA BUENO
SP0015;SPERRY SUEDE & NUBUCK CLEANER SP0015;450.00;SPERRY TOP SIDER;ACCESORIOS;2;918.00;459.00;27/7/2018;L350.00;
A1LH8;T. BRADSTREET OXFOR NAVY A1LH8 # 7.5;2,590.00;TIMBERLAND;ZAPATO;2;4,616.50;2,308.25;22/2/2019;L2,390.00;
854079 02;CAMISA PUMA WHITE 854079 02 # S;650.00;PUMA;ROPA;2;1,240.00;620.00;10/5/2019;L590.00;ESTA BUENO
075855 01;BOLSO PUMA  ACADEMY BLACK 075855 01 ;450.00;PUMA;ACCESORIOS;2;840.00;420.00;10/5/2019;L390.00;ESTA BUENO
YG59742;T.SPERRY BAYCOAST PINK #  12.5C;1,650.00;SPERRY TOP SIDER;ZAPATO;2;1,805.00;902.50;22/7/2018;L1,490.00;
A1IX4;Z.T. KILLINGTON CHUKK WHEAT/GRAIN A1IX4 # 7.5;3,290.00;TIMBERLAND;ZAPATO;2;5,593.00;2,796.50;22/2/2019;L2,990.00;
854739 01;BUSO PUMA BLACK 854739 01 # S;1,190.00;PUMA;ROPA;2;2,405.00;1,202.50;10/5/2019;L990.00;ESTA BUENO
843896-201;T. NIKE SB CHECK SOLAR BRWN/BLK 843896-201 # 11;1,990.00;NIKE;ZAPATO;2;3,383.50;1,691.75;16/4/2019;L1,890.00;COBRAR
191095 06;T.P IRON GATE BLACK 191095 06 # 7;2,190.00;PUMA;ZAPATO;2;3,095.00;1,547.50;16/8/2018;L1,990.00;
STS18495;S.SPERRY DEFENDER THONNG GREY STS18495 # 11;1,390.00;SPERRY TOP SIDER;SANDALIAS;2;2,664.00;1,332.00;18/8/2018;L1,290.00;
FOR-DB2121-06;MANCUERNA DE VINIL 6LB RED FOR-DB2121-06;390.00;FORTIS;ACCESORIOS;2;664.00;332.00;4/3/2019;L350.00;
192316 01;T.P ENZO TECH AC PS NAVY 192316 01 # 11C;1,590.00;PUMA;ZAPATO;2;2,980.00;1,490.00;10/5/2019;L1,490.00;ESTA BUENO
854377 21;CAMISA  DAMA PUMA PINK 854377 21 # XS;550.00;PUMA;ROPA;2;880.00;440.00;10/5/2019;L490.00;COBRAR
854377 02;TOP DAMA  PUMA WH/BK 854377 02  # XS;550.00;PUMA;ROPA;2;880.00;440.00;10/5/2019;L490.00;COBRAR
192307 02;T.P ENZO WEAVE AC INF RED 192307 02 # 5C;1,390.00;PUMA;ZAPATO;2;2,437.00;1,218.50;10/5/2019;L1,290.00;COBRAR
516981 09;LICRA PUMA BLACK/GREY 516981 09 L;1,100.00;PUMA;ACCESORIOS;2;1,760.00;880.00;30/1/2019;L990.00;
852429 51;BUSO PUMA BLACK 852429 51 # S;1,190.00;PUMA;ROPA;2;2,180.00;1,090.00;10/5/2019;L990.00;ESTA BUENO
850666 010;GORRA NIKE DRI-FIT BLCK 850666 010;650.00;NIKE;ACCESORIOS;2;1,180.00;590.00;27/7/2018;L590.00;
PRO-BX2700;BOLA BASKET # 7;250.00;PROFLITE;ACCESORIOS;2;500.00;250.00;4/3/2019;L190.00;
NKI0085907;B. BALONCESTO NIKE BRW NKI0085907 # 7;650.00;NIKE;ACCESORIOS;2;1,240.00;620.00;28/7/2018;L590.00;
075734 01;PUMA  ACADEMY PORTABLE BLACK 075734 01 ;450.00;PUMA;ACCESORIOS;2;840.00;420.00;10/5/2019;L390.00;ESTA BUENO
KC592;Bali Black;590.00;K2C;ROPA;2;944.00;472.00;0/1/1900;L0.00;
A11ET;Z.T LARCHMONT WP BRW A11ET # 7.5;2,990.00;TIMBERLAND;ZAPATO;2;5,780.00;2,890.00;27/9/2018;L2,790.00;
366663 04;T.P PACER NEXT BLACK 366663 04 # 7;1,990.00;PUMA;ZAPATO;2;2,840.00;1,420.00;16/8/2018;L1,790.00;
BB-909-B;TENSOR DE MANO BODY ;190.00;BODY;ACCESORIOS;2;380.00;190.00;4/3/2019;L150.00;
7-35SPC000402H;T.LACOSTE CARNAVY EVO BLCK 7-35SPC000402H # 11;1,750.00;LACOSTE;ZAPATO;2;1,580.00;790.00;19/3/2018;L1,690.00;
8-10898B568;LENTE NATACIÓN SPEEDO GREN 8-10898B568 ;450.00;SPEEDO;ACCESORIOS;2;900.00;450.00;5/3/2019;L390.00;
KC294;NEYMAR WHITE;490.00;K2C;ROPA;2;588.00;294.00;0/1/1900;L0.00;
FOR-1904-PK-S;GUANTES DE LEV DE PESO PINK FOR-1904-PK-S;350.00;FORTIS;ACCESORIOS;2;580.00;290.00;4/3/2019;L290.00;
VN0A38EMU4C;T.V AUNTHENTIC NAVY VN0A38EMUAC # 6.5;1,590.00;VANS;ZAPATO;2;2,550.00;1,275.00;17/8/2018;L1,490.00;
367637 04;T.P PUMA VIKKY GLITZ PURPLE 367637 04 # 11C;1,290.00;PUMA;ZAPATO;2;2,386.50;1,193.25;10/5/2019;L1,190.00;ESTA BUENO
A1EIF C81;3PK STRIPED CASUAL C LIGHT GRE A1EF C81 M;650.00;TIMBERLAND;ACCESORIOS;2;1,151.50;575.75;26/11/2018;L590.00;
A1LIL 001;CAMISA SS SLIM MILLERS RVR BLK A1LIL 001 S;1,190.00;TIMBERLAND;ROPA;2;1,547.00;773.50;30/10/2018;L990.00;
306228 03;T.P SF EVO CAT MACE BK/RED 306228 03 # 7;2,190.00;PUMA;ZAPATO;2;3,990.00;1,995.00;10/5/2019;L1,990.00;ESTA BUENO
578100 03;BUSO PUMA GREY   578100 03 # S;1,390.00;PUMA;ROPA;2;2,605.00;1,302.50;10/5/2019;L1,290.00;ESTA BUENO
854235 01;SUDADERA PUMA BLACK 854235 01 # XS;850.00;PUMA;ROPA;2;1,512.50;756.25;10/5/2019;L790.00;COBRAR
135253C;CONVERSE CTAS OX BLACK 135253C # 3;1,990.00;CONVERSE;ZAPATO;2;3,681.50;1,840.75;11/5/2019;L1,890.00;COBRAR
191068 07;T.P NRGY NEKO BLCK RD 191068 07 # 7;2,190.00;PUMA;ZAPATO;2;3,980.00;1,990.00;10/5/2019;L1,990.00;ESTA BUENO
KC193;HIBI GUACAMAYA RED;690.00;K2C;ROPA;2;500.00;250.00;0/1/1900;L0.00;
FOR-KMB-004;GUANTE BOXEO FORTIS BLCK FOR-KMB-004-S;590.00;FORTIS;ACCESORIOS;2;1,180.00;590.00;1/10/2018;L550.00;
560251C;T.CONVERSE CTAS LIFT WH 560251C # 5;2,390.00;CONVERSE;ZAPATO;2;4,063.00;2,031.50;11/5/2019;L2,190.00;COBRAR
A1Z2Z;T. BROOKLYN L/FSUPEROX MDGRY A1Z2Z # 7.5;2,790.00;TIMBERLAND;ZAPATO;2;4,526.41;2,263.21;22/4/2019;L2,590.00;COBRAR
017011 RED;T. RS PERFORM RED/BLK 017011 # 6.5;990.00;RS PERFORMANCE;ZAPATO;2;1,880.00;940.00;13/5/2019;L890.00;ESTA BUENO
GS0284 106;GUANTE PORTERO NIKE JUNIOR PNK/WTH GS0284 106 # 4;790.00;NIKE;ACCESORIOS;2;790.00;395.00;4/7/2016;L750.00;
365138 03;T.P SUEDE EHART JEWEL BLK/WHT 365138 03 # 4C;1,690.00;PUMA;ZAPATO;2;1,780.00;890.00;2/6/2018;L1,550.00;
343880 006;SANDALIA NIKE BENASSI JDI BLK/WHT 343880 006 # 7;990.00;NIKE;SANDALIAS;2;1,910.00;955.00;24/7/2018;L890.00;
8-093047693;SET SEA SQUAD SPEEDO MULT 8-093047693 2-6 YEAR;690.00;SPEEDO;ACCESORIOS;2;690.00;345.00;31/10/2016;L590.00;
BA5334 410;MALETIN NIKE BRSLA  NAVY/BLK BA5334 410;1,100.00;NIKE;ACCESORIOS;2;1,877.65;938.83;24/1/2019;L990.00;
11KCE1XZ05;CORREAS  BLCK K.COLE 11KCE1XZ05 # 30;1,190.00;KENNETH COLE;ACCESORIOS;2;2,198.00;1,099.00;20/12/2018;L990.00;
B-086;FAJA  MR JONES BLACK/MARRON   B-086 32/40;990.00;MR JONES;ACCESORIOS;2;990.00;495.00;20/5/2016;L890.00;
004967197;TAPON P/OIDO  BIOFUSE BLUE 004967197;250.00;SPEEDO;ACCESORIOS;2;440.00;220.00;4/3/2019;L190.00;
007280001;TRAJE BAÑO SPEEDO GIRL ENDURANCE BLK 007280001 #24;450.00;SPEEDO;ROPA;2;840.00;420.00;4/3/2019;L390.00;
818386-603;T. NIKE TANJUN GTV RUSH PINK/WHT 818386-603 # 5;1,390.00;NIKE;ZAPATO;2;2,680.00;1,340.00;28/11/2018;L1,290.00;
WH58971;T.K. TRIPLE DALMATA PETAL PINK WH58971 # 5;2,190.00;KEDS;ZAPATO;2;2,942.00;1,471.00;30/11/2018;L1,990.00;
VN0A32QIUE0;T.V MARVEL GUARDIANS VN032QIUE0 # 10.5c;1,590.00;VANS;ZAPATO;2;1,580.00;790.00;17/8/2018;L1,490.00;
